Predic_Error
1
1
0.99
0.96
0.95
0.92
0.79
0.64
0.75
0.62
0.56
0.36
0.31
0.35
0.35
0.32
0.28
0.22
0.21
0.2
0.2
0.2
0.19
0.19
0.19
0.18
0.18
0.17
0.17
0.17
0.16
0.16
0.14
0.14
0.14
0.14
0.12
0.12
0.12
0.11
0.11
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.08
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.07
0.07
0.07
0.07
0.07
0.07
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
