Predic_Error
1
1
0.99
0.99
0.96
0.9
0.9
0.85
0.77
0.71
0.73
0.7
0.65
0.67
0.56
0.56
0.56
0.56
0.58
0.57
0.57
0.56
0.56
0.53
0.51
0.51
0.55
0.52
0.52
0.52
0.49
0.49
0.45
0.44
0.43
0.41
0.36
0.36
0.38
0.38
0.38
0.35
0.35
0.34
0.34
0.33
0.3
0.27
0.17
0.17
0.17
0.17
0.17
0.18
0.18
0.17
0.17
0.12
0.16
0.15
0.15
0.14
0.14
0.14
0.14
0.14
0.09
0.09
0.09
0.09
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.08
0.07
