Predic_Error
1
1
0.99
0.99
0.98
0.98
0.92
0.89
0.84
0.9
0.82
0.81
0.69
0.63
0.51
0.51
0.53
0.39
0.39
0.36
0.42
0.42
0.42
0.42
0.42
0.39
0.31
0.31
0.32
0.31
0.31
0.34
0.28
0.25
0.25
0.23
0.23
0.23
0.25
0.27
0.27
0.27
0.27
0.27
0.27
0.26
0.21
0.21
0.21
0.15
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.13
0.08
0.08
0.08
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.02
0.02
0.02
0.02
0.02
0.01
0.01
0.01
0.01
0.05
