Predic_Error
1
1
0.96
0.96
0.95
0.89
0.77
0.73
0.73
0.71
0.62
0.58
0.52
0.51
0.44
0.44
0.44
0.32
0.3
0.3
0.18
0.18
0.18
0.17
0.18
0.14
0.11
0.11
0.11
0.11
0.12
0.15
0.15
0.11
0.11
0.11
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.08
0.06
0.06
0.06
0.06
0.08
0.08
0.08
0.05
0.05
0.05
