Predic_Error
1
0.99
0.97
0.94
0.93
0.93
0.78
0.78
0.79
0.78
0.64
0.64
0.62
0.62
0.52
0.52
0.54
0.49
0.49
0.49
0.49
0.49
0.48
0.48
0.47
0.46
0.46
0.46
0.46
0.46
0.43
0.43
0.43
0.41
0.41
0.41
0.38
0.32
0.3
0.3
0.3
0.3
0.3
0.23
0.18
0.19
0.19
0.24
0.24
0.25
0.25
0.25
0.23
0.23
0.23
0.23
0.23
0.23
0.2
0.2
0.2
0.2
0.19
0.19
0.19
0.19
0.19
0.23
0.23
0.23
0.23
0.16
0.16
0.16
0.17
0.17
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.14
0.12
0.1
0.1
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.09
0.08
0.08
