Predic_Error
1
1
1
0.95
0.81
0.75
0.75
0.74
0.74
0.69
0.63
0.63
0.63
0.64
0.58
0.53
0.5
0.53
0.52
0.5
0.49
0.49
0.53
0.53
0.47
0.47
0.44
0.43
0.43
0.44
0.37
0.36
0.36
0.36
0.36
0.26
0.24
0.24
0.21
0.23
0.23
0.23
0.23
0.23
0.23
0.22
0.22
0.2
0.2
0.2
0.16
0.16
0.16
0.16
0.19
0.18
0.13
0.13
0.13
0.13
0.13
0.13
0.13
0.13
0.11
0.11
0.11
0.07
0.07
0.07
0.08
0.08
0.08
0.08
0.08
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
