Predic_Error
1
1
1
1
1
1
0.99
0.99
0.99
0.98
0.98
0.96
0.96
0.94
0.95
0.93
0.93
0.94
0.93
0.89
0.92
0.92
0.9
0.88
0.87
0.88
0.84
0.82
0.78
0.74
0.73
0.71
0.7
0.67
0.67
0.66
0.63
0.63
0.62
0.62
0.61
0.65
0.65
0.55
0.6
0.57
0.57
0.56
0.55
0.51
0.52
0.52
0.5
0.49
0.49
0.48
0.48
0.49
0.49
0.42
0.42
0.43
0.45
0.44
0.44
0.4
0.46
0.46
0.46
0.36
0.36
0.36
0.36
0.36
0.36
0.34
0.34
0.36
0.29
0.3
0.26
0.26
0.27
0.28
0.26
0.26
0.22
0.22
0.22
0.22
0.22
0.21
0.21
0.21
0.24
0.27
0.27
0.29
0.29
0.29
