Predic_Error
1
1
1
1
1
1
1
1
1
1
1
1
1
0.98
0.98
0.96
0.94
0.91
0.91
0.88
0.84
0.82
0.8
0.79
0.75
0.78
0.75
0.73
0.66
0.66
0.66
0.67
0.66
0.66
0.66
0.62
0.59
0.58
0.55
0.54
0.54
0.56
0.54
0.54
0.53
0.52
0.52
0.5
0.44
0.45
0.46
0.43
0.45
0.38
0.36
0.34
0.35
0.35
0.34
0.34
0.33
0.35
0.39
0.39
0.39
0.39
0.37
0.37
0.41
0.39
0.38
0.35
0.35
0.35
0.35
0.35
0.37
0.34
0.37
0.37
0.33
0.33
0.33
0.34
0.34
0.34
0.34
0.34
0.34
0.27
0.24
0.24
0.23
0.23
0.23
0.23
0.23
0.23
0.23
0.23
