Predic_Error
1
1
1
1
1
1
1
1
1
1
1
1
1
0.99
0.98
0.97
0.96
0.96
0.96
0.94
0.93
0.88
0.91
0.92
0.83
0.81
0.81
0.81
0.81
0.76
0.74
0.72
0.71
0.69
0.7
0.67
0.69
0.66
0.63
0.61
0.59
0.56
0.56
0.55
0.52
0.56
0.55
0.58
0.56
0.56
0.59
0.55
0.52
0.46
0.47
0.47
0.47
0.47
0.43
0.43
0.43
0.43
0.39
0.39
0.37
0.37
0.38
0.38
0.38
0.34
0.34
0.34
0.32
0.32
0.34
0.26
0.26
0.27
0.29
0.28
0.28
0.28
0.28
0.28
0.22
0.22
0.22
0.22
0.23
0.23
0.23
0.21
0.21
0.2
0.2
0.2
0.2
0.19
0.19
0.19
