Predic_Error
1
1
1
1
1
1
1
1
1
1
1
0.99
0.98
0.99
0.97
0.94
0.93
0.91
0.9
0.87
0.83
0.82
0.82
0.83
0.79
0.78
0.77
0.77
0.77
0.75
0.73
0.72
0.7
0.68
0.68
0.67
0.66
0.66
0.63
0.58
0.58
0.52
0.52
0.53
0.53
0.51
0.48
0.5
0.49
0.49
0.49
0.49
0.46
0.56
0.57
0.53
0.44
0.44
0.44
0.4
0.39
0.39
0.39
0.38
0.38
0.38
0.38
0.37
0.35
0.35
0.35
0.33
0.32
0.32
0.32
0.3
0.29
0.29
0.29
0.27
0.3
0.34
0.34
0.32
0.31
0.29
0.31
0.31
0.31
0.3
0.3
0.3
0.3
0.3
0.32
0.32
0.3
0.3
0.31
0.31
