Trial,Total_Time,Full_Problem_Count
1,416.6763038635254,0
2,456.5942099094391,1
3,420.09523701667786,0
4,628.0330770015717,1
5,1617.3478519916534,9
6,706.7553060054779,2
7,618.5979359149933,2
8,909.4217648506165,5
9,623.7090580463409,1
10,836.7775111198425,2
