Trial,Total_Time,Full_Problem_Count
1,1647.705312013626,4
2,472.6156859397888,0
3,473.8453550338745,0
4,479.14368987083435,0
5,480.69051814079285,0
6,478.0431900024414,0
7,878.381954908371,1
8,485.74496603012085,1
9,451.758731842041,0
10,451.41955184936523,0
