Trial,Total_Time,Full_Problem_Count
1,3603.0693910121918,2
2,1906.7919399738312,2
3,576.4155139923096,1
4,960.9109330177307,3
5,1899.0399799346924,4
6,768.4982829093933,1
7,582.0886878967285,1
8,5537.271721124649,4
9,454.63305497169495,0
10,501.8349130153656,1
