Predic_Error
1
1
1
1
0.97
0.95
0.83
0.84
0.82
0.8
0.68
0.64
0.66
0.6
0.46
0.46
0.45
0.49
0.47
0.47
0.44
0.34
0.34
0.34
0.29
0.25
0.25
0.2
0.2
0.2
0.2
0.2
0.2
0.19
0.16
0.13
0.17
0.17
0.17
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.11
0.11
0.11
0.11
0.11
0.11
0.11
0.11
0.11
0.11
0.09
0.09
0.1
0.1
0.09
0.09
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.06
0.06
0.03
0.03
0.03
0.03
0.03
0.03
0.02
0.02
0.02
0.02
0.02
0.02
0.01
0.01
