Predic_Error
1
1
1
1
0.95
0.87
0.9
0.93
0.92
0.91
0.83
0.84
0.81
0.82
0.68
0.57
0.44
0.44
0.39
0.39
0.36
0.35
0.38
0.38
0.37
0.32
0.32
0.32
0.29
0.29
0.29
0.23
0.23
0.23
0.23
0.26
0.26
0.25
0.26
0.26
0.21
0.21
0.21
0.2
0.25
0.24
0.24
0.24
0.24
0.24
0.23
0.23
0.23
0.2
0.2
0.2
0.2
0.19
0.09
0.07
0.07
0.06
0.06
0.06
0.06
0.03
0.03
0.03
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.02
0.02
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
