Predic_Error
1
1
0.99
0.99
0.97
0.96
0.96
0.94
0.94
0.88
0.66
0.64
0.62
0.53
0.44
0.44
0.36
0.26
0.25
0.23
0.23
0.18
0.18
0.13
0.13
0.13
0.1
0.1
0.11
0.11
0.11
0.09
0.09
0.1
0.11
0.11
0.1
0.1
0.1
0.1
0.09
0.09
0.09
0.09
0.09
0.08
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
