Predic_Error
0.99
1
1
0.95
0.9
0.79
0.79
0.66
0.65
0.69
0.61
0.6
0.38
0.38
0.37
0.38
0.37
0.23
0.23
0.25
0.23
0.22
0.21
0.19
0.19
0.2
0.17
0.17
0.16
0.16
0.14
0.14
0.14
0.13
0.13
0.13
0.13
0.11
0.11
0.1
0.09
0.09
0.09
0.09
0.08
0.08
0.07
0.07
0.07
0.07
0.07
0.04
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01
0.01
