Predic_Error
1
1
0.97
0.92
0.94
0.88
0.88
0.84
0.58
0.6
0.54
0.52
0.43
0.43
0.38
0.35
0.34
0.34
0.36
0.36
0.36
0.36
0.36
0.33
0.34
0.29
0.27
0.28
0.21
0.21
0.17
0.15
0.15
0.12
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.11
0.1
0.1
0.12
0.11
0.11
0.11
0.12
0.11
0.11
0.11
0.11
0.11
0.09
0.09
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.05
0.05
0.04
0.06
0.06
0.06
0.06
