Predic_Error
1
0.99
0.99
0.99
0.95
0.86
0.85
0.77
0.77
0.59
0.59
0.59
0.49
0.44
0.42
0.4
0.4
0.41
0.42
0.4
0.31
0.25
0.21
0.21
0.21
0.16
0.16
0.16
0.14
0.14
0.15
0.14
0.14
0.15
0.15
0.15
0.14
0.11
0.11
0.11
0.1
0.1
0.1
0.08
0.09
0.09
0.09
0.09
0.09
0.08
0.07
0.07
0.07
0.09
0.09
0.09
0.09
0.07
0.07
0.07
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.06
0.06
0.04
0.03
0.03
0.04
0.04
0.04
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.02
0.02
0.02
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.04
0.04
0.02
