Predic_Error
1
1
0.98
0.91
0.75
0.75
0.75
0.72
0.68
0.63
0.61
0.6
0.56
0.55
0.55
0.49
0.32
0.29
0.29
0.28
0.28
0.24
0.23
0.2
0.18
0.2
0.14
0.14
0.14
0.14
0.14
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.11
0.11
0.05
0.05
0.05
0.07
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.13
0.13
0.13
0.13
0.15
0.15
0.15
0.15
0.15
0.15
0.13
0.13
0.13
0.13
0.14
0.12
0.12
0.12
0.12
0.1
0.1
0.06
0.06
0.08
0.08
0.08
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.05
0.05
0.05
0.05
