Predic_Error
1
1
0.99
0.99
0.98
0.96
0.93
0.87
0.78
0.74
0.62
0.7
0.59
0.58
0.56
0.52
0.4
0.45
0.45
0.45
0.45
0.45
0.43
0.4
0.35
0.33
0.33
0.32
0.31
0.32
0.32
0.25
0.2
0.18
0.17
0.15
0.15
0.16
0.18
0.14
0.1
0.1
0.07
0.07
0.06
0.07
0.06
0.06
0.07
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.03
0.03
0.03
0.03
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.04
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.01
0.01
