Predic_Error
1
1
0.99
0.94
0.9
0.88
0.81
0.74
0.71
0.69
0.67
0.59
0.52
0.49
0.42
0.4
0.36
0.37
0.35
0.27
0.27
0.18
0.2
0.2
0.2
0.19
0.19
0.19
0.14
0.14
0.26
0.25
0.25
0.24
0.25
0.26
0.21
0.12
0.12
0.12
0.16
0.13
0.1
0.1
0.1
0.1
0.1
0.1
0.06
0.08
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.01
0.01
0.01
0
0
0.02
0.02
0.02
0.02
