x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.33,0.34,0.37,0.35,0.4,0.45,0.38,0.35,0.22,0.34
0.33,0.34,0.37,0.35,0.4,0.48,0.42,0.35,0.22,0.34
0.33,0.34,0.37,0.33,0.4,0.48,0.42,0.34,0.22,0.34
0.33,0.34,0.33,0.33,0.4,0.39,0.42,0.34,0.22,0.34
0.33,0.34,0.28,0.33,0.4,0.39,0.42,0.34,0.22,0.34
0.33,0.34,0.25,0.32,0.4,0.39,0.4,0.32,0.22,0.34
0.33,0.34,0.26,0.32,0.41,0.36,0.4,0.32,0.22,0.32
0.33,0.34,0.26,0.32,0.41,0.35,0.4,0.32,0.22,0.32
0.33,0.34,0.26,0.32,0.41,0.35,0.4,0.32,0.22,0.32
0.4,0.34,0.26,0.27,0.41,0.35,0.39,0.3,0.32,0.32
0.4,0.34,0.26,0.25,0.41,0.35,0.4,0.28,0.28,0.32
0.33,0.34,0.26,0.25,0.41,0.35,0.4,0.28,0.28,0.32
0.34,0.34,0.22,0.25,0.41,0.36,0.4,0.28,0.28,0.31
0.34,0.38,0.22,0.25,0.41,0.35,0.4,0.28,0.28,0.31
0.34,0.34,0.22,0.24,0.41,0.35,0.4,0.28,0.28,0.31
0.32,0.3,0.22,0.23,0.43,0.35,0.37,0.28,0.28,0.31
0.32,0.26,0.22,0.23,0.43,0.35,0.35,0.28,0.28,0.29
0.32,0.26,0.23,0.22,0.43,0.35,0.32,0.27,0.31,0.29
0.32,0.32,0.23,0.22,0.43,0.32,0.32,0.27,0.31,0.29
0.32,0.32,0.23,0.22,0.43,0.32,0.32,0.27,0.31,0.29
0.32,0.32,0.23,0.22,0.41,0.32,0.28,0.27,0.31,0.29
0.32,0.32,0.23,0.21,0.29,0.32,0.28,0.26,0.31,0.29
0.34,0.32,0.22,0.22,0.29,0.3,0.28,0.21,0.31,0.23
0.34,0.32,0.21,0.22,0.29,0.3,0.28,0.21,0.31,0.23
0.31,0.32,0.21,0.22,0.29,0.3,0.28,0.21,0.25,0.23
0.31,0.32,0.21,0.21,0.3,0.3,0.28,0.21,0.2,0.23
0.31,0.29,0.21,0.21,0.3,0.27,0.28,0.21,0.2,0.23
0.26,0.29,0.21,0.21,0.3,0.23,0.28,0.21,0.19,0.23
0.26,0.29,0.21,0.21,0.28,0.24,0.28,0.21,0.17,0.23
0.26,0.29,0.21,0.21,0.26,0.24,0.28,0.22,0.17,0.23
0.23,0.29,0.21,0.21,0.25,0.24,0.28,0.22,0.16,0.23
0.23,0.29,0.21,0.2,0.25,0.24,0.29,0.2,0.16,0.23
0.23,0.29,0.17,0.2,0.25,0.24,0.29,0.2,0.16,0.23
0.22,0.29,0.17,0.2,0.25,0.24,0.29,0.2,0.16,0.23
0.22,0.29,0.17,0.19,0.25,0.24,0.29,0.2,0.16,0.23
0.22,0.29,0.17,0.19,0.25,0.24,0.29,0.2,0.18,0.23
0.22,0.22,0.17,0.19,0.25,0.24,0.28,0.21,0.18,0.23
0.22,0.21,0.17,0.19,0.25,0.24,0.28,0.21,0.18,0.23
0.22,0.21,0.17,0.19,0.25,0.24,0.28,0.21,0.18,0.23
0.22,0.21,0.17,0.19,0.26,0.24,0.28,0.21,0.2,0.23
0.22,0.21,0.17,0.19,0.26,0.24,0.28,0.21,0.17,0.2
0.22,0.21,0.17,0.19,0.26,0.18,0.28,0.21,0.17,0.2
0.22,0.2,0.17,0.19,0.26,0.15,0.27,0.21,0.17,0.21
0.22,0.2,0.17,0.19,0.26,0.14,0.27,0.21,0.17,0.16
0.22,0.2,0.17,0.19,0.26,0.14,0.3,0.21,0.17,0.16
0.22,0.16,0.17,0.19,0.26,0.14,0.3,0.21,0.17,0.16
0.22,0.15,0.17,0.15,0.26,0.14,0.3,0.21,0.17,0.16
0.22,0.15,0.17,0.15,0.26,0.14,0.3,0.22,0.17,0.16
0.22,0.15,0.12,0.14,0.2,0.14,0.3,0.22,0.17,0.11
0.21,0.14,0.12,0.14,0.2,0.14,0.27,0.2,0.17,0.11
0.21,0.14,0.12,0.14,0.2,0.14,0.27,0.2,0.17,0.11
0.19,0.14,0.12,0.14,0.2,0.14,0.27,0.2,0.14,0.11
