x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
129.6985938,241.434375,177.384375,281.82125,196.3313867,273.6384375,278.1425,252.30375,198.438125,197.493125
124.6814844,165.1746875,175.145,203.200625,179.8501367,170.0488867,158.0584375,157.0846875,173.383125,179.3203125
124.6814844,157.938125,157.8796875,184.7865625,177.9401367,129.2948242,152.429375,147.1051563,142.4959375,163.2516992
81.3040625,144.7276563,117.3209375,138.1420313,151.562793,103.6198828,128.63875,96.82015625,86.78265625,147.6373242
76.05148438,137.0485938,113.9878125,138.1420313,132.207793,102.7517578,116.556875,96.82015625,86.78265625,138.9823242
76.05148438,137.0485938,113.9878125,130.7245313,132.207793,102.7517578,116.556875,96.82015625,86.78265625,138.9823242
76.05148438,121.9473438,113.8746875,126.9429688,128.014668,95.59394531,108.515,89.36203125,80.91171875,126.3348242
72.64398438,115.6685938,110.3279688,126.5567188,120.0124023,86.50332031,98.953125,95.9465625,73.23453125,114.1478125
65.54851563,115.6685938,105.8785938,126.5567188,120.0124023,86.50332031,98.953125,95.9465625,73.23453125,115.03125
65.54851563,115.6685938,105.8785938,124.9860938,120.0124023,86.50332031,98.953125,95.9465625,73.23453125,115.03125
59.7353125,106.3854688,105.8785938,123.7123438,116.3439648,86.50332031,98.953125,95.9465625,73.23453125,113.9664258
59.7353125,106.3854688,101.5359375,119.353125,113.6069336,86.77957031,96.825,90.84109375,73.23453125,118.4979883
59.7353125,103.8779688,100.3609375,118.536875,108.2239844,83.55457031,92.175,89.18234375,71.84171875,116.1920508
58.86875,99.02046875,100.3609375,118.536875,104.2727344,92.51076172,91.251875,89.18234375,69.93546875,94.31206055
61.03859375,99.02046875,98.0090625,118.536875,104.2727344,92.51076172,89.1403125,89.18234375,69.93546875,96.70706055
45.32984375,94.93734375,96.53888672,116.7310938,103.3799219,88.15888672,71.73640625,86.605,69.93546875,91.73143555
34.58421875,94.93734375,88.48701172,116.7310938,103.3799219,88.15888672,71.73640625,86.605,69.93546875,84.72706055
35.69890625,85.09859375,65.09982422,110.2851563,75.12305664,49.52029297,63.53390625,83.3890625,35.33265625,80.30393555
35.69890625,82.6909375,65.09982422,110.2851563,75.12305664,49.52029297,63.53390625,83.3890625,35.33265625,80.30393555
35.69890625,82.6909375,61.95044922,110.2851563,75.12305664,49.52029297,63.53390625,83.3890625,35.33265625,78.38799805
35.69890625,82.6909375,61.95044922,110.2851563,75.12305664,49.52029297,63.53390625,83.3890625,35.33265625,78.38799805
35.69890625,77.58421875,57.57748047,96.85390625,75.12305664,49.52029297,63.53390625,75.7003125,35.33265625,74.19174805
35.69890625,77.58421875,57.57748047,96.85390625,75.12305664,49.52029297,63.53390625,75.7003125,35.33265625,74.19174805
35.69890625,56.644375,54.98498047,82.20204102,67.31694336,49.52029297,52.62203125,58.8078125,35.33265625,77.34768555
35.69890625,58.678125,54.84654297,78.55329102,64.30788086,45.19685547,47.17140625,57.41125,29.77765625,77.34768555
35.69890625,58.678125,47.71591797,78.55329102,64.30788086,45.19685547,47.17140625,57.41125,29.77765625,77.34768555
35.69890625,53.55984375,55.20091797,73.67579102,64.49225586,43.08748047,49.03515625,54.44390625,33.38390625,78.75268555
34.03140625,51.63796875,55.20091797,73.67579102,64.49225586,43.08748047,49.03515625,54.44390625,33.38390625,79.66581055
34.03140625,51.09421875,52.23216797,70.03454102,62.84600586,40.30248047,49.03515625,54.44390625,33.38390625,78.55268555
34.03140625,51.09421875,52.23216797,70.03454102,62.84600586,40.30248047,49.03515625,54.44390625,33.38390625,78.55268555
34.03140625,48.33859375,52.96671875,68.56766602,53.75366211,36.42810547,47.06390625,55.59140625,31.07328125,74.9778418
34.03140625,48.33859375,52.96671875,64.75641602,53.75366211,36.42810547,47.06390625,55.59140625,31.07328125,66.82057617
34.03140625,47.75859375,52.96671875,64.75641602,53.75366211,36.42810547,47.06390625,55.59140625,31.07328125,66.82057617
34.03140625,47.75859375,52.96671875,59.45016602,53.75366211,36.42810547,47.06390625,55.59140625,31.07328125,57.05245117
32.65515625,44.23828125,54.18109375,54.09329102,52.37741211,36.42810547,41.36484375,48.36828125,31.07328125,57.05245117
32.65515625,44.23828125,54.18109375,54.09329102,51.53178711,36.42810547,41.36484375,49.48015625,31.07328125,57.05245117
32.65515625,44.23828125,54.18109375,54.09329102,51.53178711,36.42810547,41.36484375,48.36828125,31.07328125,57.05245117
32.65515625,44.23828125,54.18109375,54.09329102,55.50967773,36.42810547,41.36484375,49.48015625,31.07328125,57.05245117
30.72203125,44.23828125,53.79546875,54.09329102,55.50967773,36.42810547,41.36484375,49.48015625,31.07328125,56.58682617
30.72203125,44.23828125,53.79546875,54.09329102,55.50967773,36.42810547,41.36484375,49.48015625,31.07328125,56.58682617
30.72203125,44.23828125,53.79546875,54.09329102,55.50967773,36.42810547,41.36484375,49.48015625,31.07328125,56.58682617
30.72203125,44.23828125,53.79546875,54.09329102,55.50967773,36.42810547,41.36484375,49.48015625,31.07328125,56.58682617
30.50078125,43.30640625,53.79546875,56.68860352,55.50967773,36.42810547,45.05984375,37.44046875,29.32953125,56.58682617
27.33328125,42.93890625,55.04984375,51.70297852,53.21280273,36.42810547,42.41609375,53.52672852,24.73453125,56.58682617
27.33328125,42.93890625,55.04984375,51.70297852,53.21280273,36.42810547,42.41609375,53.52672852,24.73453125,56.58682617
27.33328125,42.57328125,55.04984375,51.70297852,52.86592773,34.53515625,42.41609375,53.52672852,22.58703125,56.58682617
27.33328125,42.57328125,55.04984375,51.70297852,52.86592773,34.53515625,42.41609375,53.52672852,22.58703125,56.58682617
27.33328125,42.57328125,55.04984375,51.70297852,52.86592773,34.53515625,42.41609375,53.52672852,22.58703125,60.3353418
27.33328125,42.57328125,55.04984375,51.70297852,52.86592773,34.53515625,42.41609375,53.52672852,22.58703125,60.3353418
27.33328125,42.57328125,55.04984375,51.70297852,52.86592773,34.53515625,42.41609375,53.52672852,22.58703125,60.3353418
27.33328125,42.57328125,41.30466797,41.41172852,52.86592773,34.53515625,42.41609375,40.8503418,22.58703125,60.3353418
27.33328125,42.57328125,41.30466797,41.41172852,52.86592773,34.53515625,42.41609375,40.8503418,22.58703125,60.3353418
27.33328125,42.57328125,41.30466797,41.41172852,52.86592773,34.53515625,42.41609375,40.8503418,22.58703125,60.3353418
27.33328125,37.33140625,40.78404297,41.41172852,49.31454102,30.32703125,43.43546875,38.0178418,22.58703125,48.6975293
31.81390625,37.33140625,30.61310547,41.30391602,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,51.7350293
31.81390625,37.33140625,30.61310547,41.30391602,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,51.7350293
31.81390625,33.20421875,30.61310547,41.30391602,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,51.7350293
31.81390625,35.15671875,30.61310547,41.30391602,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,45.31362305
31.81390625,33.20421875,30.61310547,41.30391602,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,45.31362305
31.81390625,35.85734375,30.91435547,40.41079102,50.13766602,35.63265625,31.98609375,41.9778418,23.97328125,51.6837793
31.81390625,35.85734375,30.91435547,40.41079102,40.97391602,35.63265625,31.98609375,41.9778418,23.97328125,49.5387793
31.81390625,35.85734375,30.91435547,40.41079102,40.97391602,35.63265625,31.98609375,41.9778418,23.97328125,49.5387793
31.81390625,35.85734375,27.55435547,31.52954102,40.97391602,35.63265625,31.98609375,33.5103418,23.97328125,49.5387793
31.81390625,35.85734375,27.55435547,31.52954102,40.97391602,35.63265625,31.98609375,33.5103418,23.97328125,49.5387793
31.81390625,35.85734375,27.55435547,31.52954102,40.97391602,35.63265625,31.98609375,33.5103418,23.97328125,49.5387793
31.81390625,29.49546875,27.55435547,31.52954102,38.55266602,35.63265625,31.98609375,33.5103418,25.54578125,49.5387793
31.81390625,29.49546875,27.55435547,31.52954102,38.55266602,35.63265625,31.39078125,33.5103418,25.54578125,49.5387793
31.81390625,29.49546875,27.55435547,31.52954102,38.55266602,35.63265625,31.39078125,33.5103418,25.54578125,49.5387793
31.81390625,29.97484375,23.49671875,25.27079102,37.0678418,26.11203125,30.26140625,28.5172168,24.99859375,39.0956543
31.81390625,29.97484375,23.49671875,25.27079102,37.0678418,26.11203125,30.26140625,28.5172168,24.99859375,39.0956543
31.81390625,29.97484375,23.49671875,25.27079102,37.0678418,26.11203125,30.26140625,28.5172168,24.99859375,39.0956543
