Trial,Total_Time,Full_Problem_Count
1,425.1784040927887,6
2,698.0473420619965,8
3,568.1099920272827,6
4,829.432343006134,9
5,6897.192034006119,7
6,690.889258146286,11
7,941.3548009395599,10
8,655.7045080661774,12
9,528.5318419933319,6
10,409.02087688446045,3
