Predic_Error
1
1
0.99
0.91
0.87
0.74
0.66
0.66
0.55
0.64
0.34
0.34
0.34
0.33
0.3
0.27
0.25
0.24
0.24
0.24
0.24
0.17
0.17
0.17
0.17
0.14
0.14
0.13
0.13
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.1
0.07
0.07
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.07
0.04
0.04
0.04
0.04
0.04
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0
0
0
