Predic_Error
1
1
0.99
0.93
0.91
0.75
0.83
0.75
0.71
0.71
0.61
0.44
0.32
0.33
0.41
0.36
0.35
0.35
0.34
0.26
0.26
0.26
0.2
0.2
0.19
0.21
0.21
0.21
0.19
0.19
0.15
0.15
0.15
0.15
0.15
0.15
0.14
0.14
0.14
0.12
0.13
0.13
0.1
0.12
0.12
0.11
0.11
0.11
0.09
0.09
0.09
0.09
0.1
0.09
0.09
0.09
0.09
0.05
0.05
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.05
0.05
0.03
0.03
0.03
0.03
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
