Predic_Error
1
0.96
0.85
0.83
0.71
0.7
0.66
0.68
0.55
0.52
0.46
0.45
0.51
0.51
0.46
0.46
0.46
0.46
0.46
0.36
0.3
0.3
0.34
0.33
0.33
0.32
0.32
0.31
0.26
0.22
0.22
0.22
0.22
0.22
0.19
0.19
0.19
0.15
0.15
0.15
0.15
0.14
0.14
0.14
0.14
0.14
0.12
0.13
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.11
0.11
0.11
0.11
0.11
0.06
0.06
0.06
0.07
0.07
0.07
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.03
0.03
0.03
0.03
0.03
0.03
0.02
0.02
0.02
0.02
0.02
0.02
0.01
0.01
0.01
