Predic_Error
1
1
0.91
0.91
0.89
0.85
0.84
0.81
0.69
0.66
0.59
0.59
0.59
0.59
0.55
0.54
0.53
0.4
0.4
0.3
0.28
0.28
0.27
0.25
0.25
0.25
0.25
0.25
0.25
0.26
0.26
0.26
0.24
0.22
0.22
0.22
0.22
0.22
0.22
0.22
0.22
0.19
0.19
0.19
0.17
0.17
0.17
0.1
0.1
0.1
0.11
0.11
0.08
0.09
0.09
0.06
0.06
0.07
0.07
0.08
0.08
0.08
0.08
0.07
0.07
0.06
0.08
0.08
0.08
0.08
0.08
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0.02
0
0
0
0.02
0.02
0.01
