Predic_Error
1
1
0.96
0.97
0.94
0.91
0.79
0.79
0.74
0.61
0.54
0.48
0.47
0.44
0.48
0.45
0.42
0.42
0.38
0.31
0.23
0.23
0.23
0.19
0.18
0.18
0.18
0.13
0.09
0.09
0.09
0.18
0.1
0.18
0.18
0.18
0.18
0.16
0.07
0.06
0.06
0.06
0.06
0.06
0.08
0.12
0.12
0.11
0.11
0.11
0.09
0.09
0.08
0.08
0.08
0.08
0.08
0.08
0.07
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
