Predic_Error
1
1
0.98
0.98
0.97
0.96
0.78
0.72
0.62
0.59
0.62
0.49
0.49
0.42
0.41
0.3
0.28
0.28
0.23
0.23
0.23
0.12
0.12
0.12
0.11
0.11
0.1
0.09
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.08
0.12
0.12
0.12
0.12
0.1
0.1
0.1
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.11
0.11
0.11
0.11
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.1
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.05
0.05
0.05
0.05
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.04
0.03
0.03
0.03
0.03
0.03
