Trial,Total_Time,Full_Problem_Count
1,339.89423298835754,0
2,351.49912309646606,1
3,330.54393100738525,0
4,583.9435029029846,4
5,492.5064220428467,1
6,405.4739339351654,1
7,549.4195759296417,5
8,515.3829329013824,7
9,637.6493709087372,3
10,474.70019006729126,2
