Predic_Error
1
1
1
0.99
0.97
0.97
0.95
0.96
0.9
0.9
0.84
0.82
0.82
0.81
0.78
0.75
0.72
0.73
0.71
0.63
0.61
0.61
0.61
0.6
0.58
0.56
0.55
0.56
0.53
0.45
0.45
0.46
0.47
0.47
0.47
0.47
0.43
0.39
0.38
0.37
0.38
0.39
0.37
0.36
0.37
0.37
0.38
0.38
0.37
0.37
0.37
0.38
0.37
0.34
0.34
0.31
0.31
0.31
0.22
0.22
0.23
0.23
0.21
0.21
0.16
0.16
0.16
0.16
0.18
0.17
0.17
0.18
0.18
0.18
0.19
0.19
0.19
0.16
0.15
0.15
0.15
0.15
0.15
0.15
0.14
0.14
0.14
0.14
0.14
0.14
0.14
0.13
0.13
0.13
0.13
0.13
0.13
0.13
0.13
0.13
