Predic_Error
1
1
1
1
1
1
0.94
0.93
0.94
0.9
0.89
0.83
0.86
0.77
0.71
0.69
0.67
0.67
0.62
0.62
0.58
0.57
0.57
0.49
0.49
0.56
0.55
0.55
0.53
0.53
0.45
0.47
0.42
0.42
0.37
0.32
0.3
0.3
0.29
0.25
0.25
0.26
0.25
0.23
0.23
0.23
0.2
0.16
0.18
0.2
0.2
0.15
0.15
0.15
0.14
0.12
0.12
0.12
0.15
0.15
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.15
0.15
0.13
0.13
0.12
0.13
0.13
0.09
0.09
0.09
0.09
0.09
0.09
0.1
0.1
0.08
0.08
0.09
0.08
0.08
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.07
0.08
0.08
0.08
0.08
