Predic_Error
1
1
1
1
1
0.99
0.97
0.93
0.88
0.87
0.8
0.76
0.71
0.71
0.72
0.65
0.65
0.64
0.62
0.66
0.66
0.66
0.66
0.46
0.48
0.48
0.48
0.48
0.49
0.5
0.52
0.49
0.53
0.52
0.46
0.42
0.39
0.42
0.42
0.42
0.42
0.4
0.39
0.38
0.36
0.3
0.3
0.29
0.25
0.29
0.29
0.29
0.23
0.24
0.19
0.17
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.12
0.11
0.11
0.11
0.11
0.11
0.11
0.08
0.08
0.08
0.08
0.07
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
0.06
