Trial,Total_Time,Full_Problem_Count
1,361.81772685050964,0
2,710.5320961475372,4
3,403.50114488601685,3
4,1042.3246569633484,7
5,698.090469121933,2
6,423.94606590270996,2
7,379.461354970932,2
8,399.6096980571747,1
9,496.3281810283661,2
10,432.0888979434967,2
