Trial,Total_Time,Full_Problem_Count
1,934.876317024231,11
2,1133.5547399520874,9
3,1104.3740479946136,8
4,7676.433130025864,6
5,7906.137226104736,13
6,1111.4501979351044,8
7,2178.2594549655914,14
8,2540.8233292102814,13
9,2272.623246192932,16
10,2932.76771402359,14
