Trial,Total_Time,Full_Problem_Count
1,523.6243119239807,1
2,1029.5859189033508,3
3,823.437970161438,2
4,586.6230940818787,2
5,581.3362131118774,1
6,971.9233150482178,4
7,982.5780019760132,3
8,1650.7135100364685,3
9,518.3634848594666,2
10,510.18300914764404,2
